username,category,reserved_reason,reservation_policy,source_label,priority,is_active,requires_identity_verification
nationwideofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
nbc,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
nbcofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
nestle,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
nestleofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
netflix,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
netflixofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
newyorklife,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
newyorklifeofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
newyorktimes,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
newyorktimesofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
nexteraenergy,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
nexteraenergyofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
nike,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
nikejordan,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
nikejordanofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
nikeofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
nintendo,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
nintendoofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
nissan,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
nissanofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
nordstrom,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
nordstromofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
norfolksouthern,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
norfolksouthernofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
nvidia,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
nvidiaofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
okta,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
oktaofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
oldnavy,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
oldnavyofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
openai,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
openaiofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
oracle,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
oracleofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
oreillyautoparts,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
oreillyautopartsofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
palantir,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
palantirofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
paloaltonetworks,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
paloaltonetworksofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
papajohns,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
papajohnsofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
paramount,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
paramountofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
paypalofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
people,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
peopleofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
pepsi,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
pepsico,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
pepsicoofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
pepsiofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
pfizer,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
pfizerofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
phillips66,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
phillips66official,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
pinterest,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
pinterestofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
pizzahut,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
pizzahutofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
playstation,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
playstationofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
porsche,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
porscheofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
prada,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
pradaofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
procterandgamble,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
procterandgambleofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
progressive,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
progressiveofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
prudential,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
prudentialofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
publix,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
publixofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
puma,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
pumaofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
qualcomm,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
qualcommofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
quickbooks,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
quickbooksofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
ralphlauren,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
ralphlaurenofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
realtor,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
realtorofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
reddit,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
redditofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
redfin,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
redfinofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
republicservices,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
republicservicesofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
reuters,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
reutersofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
rivian,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
rivianofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
robinhood,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
robinhoodofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
rockstargames,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
rockstargamesofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
rolex,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
rolexofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
rollsroyce,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
rollsroyceofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
rossstores,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
rossstoresofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
rtx,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
rtxofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
salesforce,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
salesforceofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
samsung,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
samsungofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
servicenow,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
servicenowofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
shein,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
sheinofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
shopify,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
shopifyofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
siemens,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
siemensofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
slack,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
slackofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
snap,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
snapchat,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
snapchatofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
snapofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
snowflake,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
snowflakeofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
sony,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
sonyofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
sonypictures,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
sonypicturesofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
southerncompany,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
southerncompanyofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
southwestairlines,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
southwestairlinesofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
spectrum,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
spectrumofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
spiritairlines,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
spiritairlinesofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
spotify,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
spotifyofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
starbucks,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
starbucksofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
statefarm,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
statefarmofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
steam,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
steamofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
stripe,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
stripeofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
subway,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
subwayofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
sysco,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
syscoofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
tacobell,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
tacobellofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
taketwo,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
taketwoofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
target,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
targetofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
temu,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
temuofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
tesla,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
teslaofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
texasinstruments,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
texasinstrumentsofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
threads,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
threadsofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
tiffanyandco,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
tiffanyandcoofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
tiktok,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
tiktokofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
time,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
timeofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
tjx,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
tjxofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
tmobile,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
tmobileofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
tommyhilfiger,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
tommyhilfigerofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
toyota,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
toyotaofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
travelers,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
travelersofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
twilio,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
twilioofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
twitch,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
twitchofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
tysonfoods,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
tysonfoodsofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
uber,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
uberofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
ubisoft,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
ubisoftofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
underarmour,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
underarmourofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
unionpacific,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
unionpacificofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
unitedairlines,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
unitedairlinesofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
unitedhealth,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
unitedhealthofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
universalpictures,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
universalpicturesofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
ups,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
upsofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
uscellular,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
uscellularofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
usps,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
uspsofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
valeroenergy,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
valeroenergyofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
venmoofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
verizon,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
verizonofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
versace,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
versaceofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
visa,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
visaofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
volkswagen,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
volkswagenofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
walgreens,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
walgreensofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
wallstreetjournal,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
wallstreetjournalofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
walmart,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
walmartofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
warnerbros,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
warnerbrosofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
washingtonpost,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
washingtonpostofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
wastemanagement,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
wastemanagementofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
wayfair,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
wayfairofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
wellsfargo,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
wellsfargoofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
wendys,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
wendysofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
whatsapp,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
whatsappofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
workday,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
workdayofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
xbox,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
xboxofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
xfinity,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
xfinityofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
youtube,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
youtubeofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
zara,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
zaraofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
zelleofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
zillow,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
zillowofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
zoom,brand_company,Protected company or major brand namespace; release only after verification.,protected_identity,2026_major_brand_seed,90,True,True
zoomofficial,brand_company,Official company-name variant.,protected_identity,2026_major_brand_seed,88,True,True
1decembrie,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_ro_RO,70,True,True
1decembrieofficial,city,Official city/community namespace variant.,claimable,faker_locale_ro_RO,68,True,True
aabenraa,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_da_DK,70,True,True
aabenraaofficial,city,Official city/community namespace variant.,claimable,faker_locale_da_DK,68,True,True
aabybro,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_da_DK,70,True,True
aabybroofficial,city,Official city/community namespace variant.,claimable,faker_locale_da_DK,68,True,True
aalborg,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_da_DK,70,True,True
aalborgofficial,city,Official city/community namespace variant.,claimable,faker_locale_da_DK,68,True,True
aalestrup,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_da_DK,70,True,True
aalestrupofficial,city,Official city/community namespace variant.,claimable,faker_locale_da_DK,68,True,True
aanekoski,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fi_FI,70,True,True
aanekoskiofficial,city,Official city/community namespace variant.,claimable,faker_locale_fi_FI,68,True,True
aaronborough,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
aaronboroughofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
aaronfurt,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
aaronfurtofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
aaronville,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
aaronvilleofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
aars,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_da_DK,70,True,True
aarsofficial,city,Official city/community namespace variant.,claimable,faker_locale_da_DK,68,True,True
aarup,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_da_DK,70,True,True
aarupofficial,city,Official city/community namespace variant.,claimable,faker_locale_da_DK,68,True,True
aas,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
aasen,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
aasenofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
aasofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
abbenbroek,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_nl_NL,70,True,True
abbenbroekofficial,city,Official city/community namespace variant.,claimable,faker_locale_nl_NL,68,True,True
abbiehaven,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
abbiehavenofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
abcoude,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_nl_NL,70,True,True
abcoudeofficial,city,Official city/community namespace variant.,claimable,faker_locale_nl_NL,68,True,True
abertamy,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_cs_CZ,70,True,True
abertamyofficial,city,Official city/community namespace variant.,claimable,faker_locale_cs_CZ,68,True,True
abigailstad,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
abigailstadofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
